genes	predicted_functions
sh2d1a	uberon_0002103:0.945114313786
tg(hd)63aron	uberon_0002103:0.375513831796
atg3	uberon_0002103:0.00503299483114
tg(mmtv-vharas)sh1led	uberon_0002103:1.76491500944
zic5	uberon_0002103:49.7763088282
zic2	uberon_0002103:152.318431135
zic3	uberon_0002103:193.262846986
acot8	uberon_0002103:0.300411065437
tg(sod1*g127x)716mrkl	uberon_0002103:27.6622825567
acot7	uberon_0002103:0.150205532719
acot4	uberon_0002103:0.600822130874
acot5	uberon_0002103:0.375513831796
fgf22	uberon_0002103:40.1789206302
fgf23	uberon_0002103:368.526679337
fgf20	uberon_0002103:58.3903026104
fgf21	uberon_0002103:72.2670686997
tg(myh6-tnnt2*r92q)1lnwd	uberon_0002103:0.0751027663593
frk	uberon_0002103:1.03853158328
kif7	uberon_0002103:38.3211879318
kif4	uberon_0002103:0.569385942759
mpv17l	uberon_0002103:0.0751027663593
negr1	uberon_0002103:0.150205532719
frl	uberon_0002103:5.32734243642
jph2	uberon_0002103:3.6111386445
jph3	uberon_0002103:2.66367121821
jph1	uberon_0002103:1.29687106137
crmp1	uberon_0002103:0.56318793127
tg(teto-nos2,-lacz)240imhus	uberon_0002103:0.0751027663593
fry	uberon_0002103:0.262859682258
slc9b2	uberon_0002103:0.150205532719
tmem231	uberon_0002103:0.265208225549
tnni3k	uberon_0002103:0.300411065437
pskh1	uberon_0002103:0.338615915348
tnfrsf9	uberon_0002103:22.8271451001
bbs9	uberon_0002103:0.669798057722
olfr1311	uberon_0002103:0.375513831796
2700049a03rik	uberon_0002103:211.581897333
tnfrsf1b	uberon_0002103:10.159202092
lnpk	uberon_0002103:233.726767309
bc018507	uberon_0002103:1.67551534744
tnfrsf1a	uberon_0002103:43.5644645277
bbs1	uberon_0002103:22.0272843913
bbs2	uberon_0002103:0.677231830695
bbs5	uberon_0002103:10.6546848728
bbs4	uberon_0002103:19.1007085031
bbs7	uberon_0002103:11.4135725501
cyp4b1	uberon_0002103:0.200438781144
spib	uberon_0002103:0.0313130958087
spic	uberon_0002103:0.675924897234
sec23a	uberon_0002103:4.76902566382
lifr	uberon_0002103:22.2399242892
heph	uberon_0002103:3.11559474983
ivns1abp	uberon_0002103:0.0751027663593
clns1a	uberon_0002103:0.788579046773
rap1gap	uberon_0002103:1.03853158328
fam64a	uberon_0002103:0.375513831796
muc3	uberon_0002103:0.257492167059
muc2	uberon_0002103:14.4701952906
muc1	uberon_0002103:6.61630163273
muc6	uberon_0002103:0.187756915898
muc4	uberon_0002103:0.437280885589
rnf113a1	uberon_0002103:0.225308299078
aifm2	uberon_0002103:0.150205532719
aifm3	uberon_0002103:0.863681813132
9430023l20rik	uberon_0002103:1.18846756122
aifm1	uberon_0002103:10.758806116
atxn7l3	uberon_0002103:831.594810337
atxn7l1	uberon_0002103:0.000190216768717
tg(h2-k<b>-il21)5wjl	uberon_0002103:0.675924897234
cd82	uberon_0002103:5.72029395873
olfr981	uberon_0002103:19.3765137207
tg(myh6-pnpla2)94biat	uberon_0002103:1.50205532719
phactr4	uberon_0002103:0.187756915898
olfr775	uberon_0002103:0.375513831796
amy1	uberon_0002103:4.88754976436
top1	uberon_0002103:1.80246639262
amy2	uberon_0002103:2.66367121821
trappc6a	uberon_0002103:1.8400177758
trappc6b	uberon_0002103:1.80246639262
mcg_8427	uberon_0002103:0.300411065437
hs3st3b1	uberon_0002103:27.6622825567
igtp	uberon_0002103:0.0216478521891
gm5218	uberon_0002103:5.43938933905
agtpbp1	uberon_0002103:2.0671707558
dpm2	uberon_0002103:1.05143872903
dpm1	uberon_0002103:1.38940117765
bik	uberon_0002103:0.337962448617
atp2a2	uberon_0002103:63.928109237
dhh	uberon_0002103:46.3328400868
cyp19a1	uberon_0002103:73.8889531411
deaf1	uberon_0002103:0.0751027663593
timm16	uberon_0002103:0.413065214976
muc20	uberon_0002103:0.0569391332879
timm13	uberon_0002103:0.713476280413
timm10	uberon_0002103:1.05143872903
calcr	uberon_0002103:69.2587392647
tmlhe	uberon_0002103:0.0375513831796
bid	uberon_0002103:6.95948832427
fank1	uberon_0002103:2.0671707558
pus7l	uberon_0002103:1.42695256083
mir375	uberon_0002103:0.675924897234
tg(cryaa-ncoa6*)ad5cve	uberon_0002103:0.751027663593
vpreb3	uberon_0002103:0.0375513831796
rgsc890	uberon_0002103:0.113365475906
dffa	uberon_0002103:1.46450394401
gabrq	uberon_0002103:1.05143872903
gabrp	uberon_0002103:0.337962448617
unc5cl	uberon_0002103:0.413065214976
tg(kit*d814v)1roer	uberon_0002103:0.0375513831796
gabre	uberon_0002103:0.337962448617
gabrd	uberon_0002103:0.147329008488
kremen1	uberon_0002103:49.3354577959
mtmr12	uberon_0002103:0.187756915898
pusl1	uberon_0002103:0.0375513831796
a2m	uberon_0002103:14.1791077341
krtap19-9b	uberon_0002103:0.187756915898
tg(myh6-prkag2*t400n)1feah	uberon_0002103:0.187756915898
hmgcs1	uberon_0002103:0.0569391332879
hmgcs2	uberon_0002103:1.42695256083
q99ln3_mouse	uberon_0002103:0.751027663593
gnl3l	uberon_0002103:4.24770788692
trerf1	uberon_0002103:2.66367121821
2210018m11rik	uberon_0002103:0.112654149539
slc7a15	uberon_0002103:0.0375513831796
slc7a10	uberon_0002103:0.337962448617
slc7a11	uberon_0002103:0.338615915348
med12l	uberon_0002103:1.19961298186
alas1	uberon_0002103:1.00902792993
alas2	uberon_0002103:0.129520746097
hspa12a	uberon_0002103:0.00747877472073
c8a	uberon_0002103:0.525719364515
pcm1	uberon_0002103:0.151854294296
scn4a	uberon_0002103:9.77509952872
limd1	uberon_0002103:4.52564848482
scn4b	uberon_0002103:0.265208225549
olfr1367	uberon_0002103:0.375513831796
olfr1366	uberon_0002103:0.375513831796
olfr1364	uberon_0002103:0.375513831796
ddit4	uberon_0002103:12.1935322589
olfr1362	uberon_0002103:0.375513831796
olfr1361	uberon_0002103:0.375513831796
olfr1360	uberon_0002103:0.525719364515
h2bfm	uberon_0002103:1.37042966119
olfr1368	uberon_0002103:0.375513831796
spatc1	uberon_0002103:0.0375513831796
rpl37a	uberon_0002103:5.99457929369
dtymk	uberon_0002103:1.99022330852
ube2e3	uberon_0002103:1.95267192534
ctif	uberon_0002103:0.150205532719
telo2	uberon_0002103:0.155379203611
hlb437	uberon_0002103:1.31429841129
sarm1	uberon_0002103:3.6111386445
dp(16mir802-zbtb21)3tybemcf	uberon_0002103:0.0375513831796
tspan2	uberon_0002103:0.0375513831796
olfr802	uberon_0002103:19.3765137207
10090.ensmusp00000049548	uberon_0002103:0.578416342253
hal	uberon_0002103:0.525719364515
tpcn1	uberon_0002103:24.667728898
tpcn2	uberon_0002103:0.0375513831796
olfr807	uberon_0002103:0.375513831796
ccnd1	uberon_0002103:91.7718028188
cfap54	uberon_0002103:0.0375513831796
imacq	uberon_0002103:0.0375513831796
ccnd2	uberon_0002103:13.4416043052
tfip11	uberon_0002103:1.01388734585
mtmr4	uberon_0002103:5.18748424549
hag	uberon_0002103:0.225308299078
arrdc4	uberon_0002103:0.427874901286
arrdc5	uberon_0002103:0.669798057722
ftcd	uberon_0002103:1.38940117765
arrdc1	uberon_0002103:0.204854544336
arrdc2	uberon_0002103:0.669798057722
hs2st1	uberon_0002103:22.1471415099
il22ra2	uberon_0002103:10.6758888145
il22ra1	uberon_0002103:13.4186158855
gad1	uberon_0002103:13.1691149271
gad2	uberon_0002103:0.0139509031646
nfx1	uberon_0002103:0.112654149539
fam168b	uberon_0002103:0.0375513831796
rdh8	uberon_0002103:0.0284281584317
rdh9	uberon_0002103:4.68206875512
suv39h1	uberon_0002103:0.165991261498
rdh7	uberon_0002103:0.150205532719
noxo1	uberon_0002103:0.115064570666
suv39h2	uberon_0002103:0.13767280937
pdss2	uberon_0002103:0.268339287354
pdss1	uberon_0002103:0.0566827379532
gabarap	uberon_0002103:0.0931306974115
miox	uberon_0002103:0.0108239260946
mios	uberon_0002103:0.300411065437
vmn1r228	uberon_0002103:0.413065214976
gm14781	uberon_0002103:0.187756915898
lalba	uberon_0002103:0.638373514054
dip2b	uberon_0002103:2.17798022442
rnf144b	uberon_0002103:0.138512163403
aeyo	uberon_0002103:0.262859682258
ankrd55	uberon_0002103:3.51379241886
sulf2	uberon_0002103:17.7020699986
sulf1	uberon_0002103:20.9687934301
l11jus24	uberon_0002103:0.0751027663593
gm27029	uberon_0002103:0.155379203611
dnaaf1	uberon_0002103:0.300411065437
dnaaf2	uberon_0002103:0.863681813132
dnaaf3	uberon_0002103:0.525719364515
ubtf	uberon_0002103:0.281593965635
pik3ip1	uberon_0002103:2.0671707558
obq1	uberon_0002103:1.35184979447
c3ar1	uberon_0002103:0.277024326805
tg(krt5-stat3*a661c*n663c)1jdg	uberon_0002103:0.788579046773
b2b2153.2clo	uberon_0002103:0.0375513831796
dctn3	uberon_0002103:0.0379291197468
aldh5a1	uberon_0002103:2.24468400808
5730559c18rik	uberon_0002103:0.0751027663593
tg(opn1lw-dt)1mame	uberon_0002103:2.32818575714
hmgn2	uberon_0002103:1.38940117765
slc34a1	uberon_0002103:48.1372710846
4930471m23rik	uberon_0002103:0.0751027663593
usmg5	uberon_0002103:0.52092612716
cngb1	uberon_0002103:1.57306433105
fos	uberon_0002103:425.163602504
manf	uberon_0002103:0.413065214976
katna1	uberon_0002103:0.225308299078
dhx37	uberon_0002103:3.55607281228
ankrd27	uberon_0002103:6.73460754525
ldb3	uberon_0002103:36.9893024064
adbg1	uberon_0002103:3.34207310299
ldb1	uberon_0002103:35.7340402122
ankrd23	uberon_0002103:11.4801039764
ssh3	uberon_0002103:3.6111386445
ssh1	uberon_0002103:0.0566827379532
aco1	uberon_0002103:0.0780763743503
aco2	uberon_0002103:1.16409287857
ankrd29	uberon_0002103:3.51379241886
ankrd28	uberon_0002103:0.669798057722
olfr414	uberon_0002103:19.3765137207
vat1	uberon_0002103:0.150205532719
serpinb6c	uberon_0002103:46.7192287545
caly	uberon_0002103:0.337962448617
arid2	uberon_0002103:3.93187110638
pmch	uberon_0002103:0.749690088215
tg(myh6-myh7)137rbns	uberon_0002103:0.112654149539
ifrd1	uberon_0002103:357.016017466
c80913	uberon_0002103:0.488167981335
pet112l	uberon_0002103:0.375513831796
wdr3	uberon_0002103:5.71721196424
olfr114	uberon_0002103:0.375513831796
olfr1224-ps1	uberon_0002103:19.0761026553
olfr110	uberon_0002103:19.3765137207
olfr111	uberon_0002103:19.3765137207
map2k3	uberon_0002103:7.32558210495
cir1	uberon_0002103:0.833990443594
gm8730	uberon_0002103:6.77062513158
rbm34	uberon_0002103:3.22941895345
olfr510	uberon_0002103:19.3765137207
reps1	uberon_0002103:1.53907218037
tgm6	uberon_0002103:28.5016593441
krtcap2	uberon_0002103:0.0751027663593
hist1h2al	uberon_0002103:0.00401491575533
hist1h2ao	uberon_0002103:1.07356316553
hist1h2ah	uberon_0002103:0.230853605671
fgf9	uberon_0002103:537.43465351
fgf8	uberon_0002103:502.009275941
fgf7	uberon_0002103:168.89229423
fgf6	uberon_0002103:44.6677852293
fgf5	uberon_0002103:31.9640546185
fgf4	uberon_0002103:261.339531935
fgf3	uberon_0002103:96.2544218771
fgf2	uberon_0002103:326.869082565
fgf1	uberon_0002103:50.0693228985
soa	uberon_0002103:0.600822130874
myh3	uberon_0002103:1.20048963192
soc	uberon_0002103:9.58029698295
kcnd2	uberon_0002103:0.607624937991
myh6	uberon_0002103:18.2419205013
myh7	uberon_0002103:20.4609881044
myh4	uberon_0002103:10.1339904427
naa35	uberon_0002103:0.525719364515
serpina3b	uberon_0002103:10.5688602608
myh9	uberon_0002103:5.64692185172
naa30	uberon_0002103:0.337962448617
chtl	uberon_0002103:0.0375513831796
serpina3f	uberon_0002103:10.5688602608
serpina3g	uberon_0002103:2.47839128986
mfge8	uberon_0002103:4.1343415116
tg(cd19-tnfsf7)#rvl	uberon_0002103:0.675924897234
pbp2	uberon_0002103:1.20164426175
mbp	uberon_0002103:45.9940816857
htatip2	uberon_0002103:0.357747270121
capzb	uberon_0002103:0.236629872596
mtch2	uberon_0002103:0.187756915898
10090.ensmusp00000133598	uberon_0002103:0.0375513831796
tg(tg-nras*q61k)#msnt	uberon_0002103:0.150205532719
gsi2	uberon_0002103:0.863681813132
ahi1	uberon_0002103:0.0461707211342
rbm38	uberon_0002103:24.2593607696
pes1	uberon_0002103:7.82862746173
uba5	uberon_0002103:1.85847902599
a230046k03rik	uberon_0002103:0.225308299078
olfr410	uberon_0002103:19.3765137207
tead4	uberon_0002103:1.86701192449
kiss1	uberon_0002103:0.689735088751
cpfl2	uberon_0002103:1.08899011221
slc32a1	uberon_0002103:0.530416451098
golph3	uberon_0002103:0.0751027663593
alyref	uberon_0002103:0.938784579491
fpgt	uberon_0002103:0.187756915898
wrmod1	uberon_0002103:41.9362799268
emg1	uberon_0002103:5.63270747695
lgals2	uberon_0002103:0.0375513831796
arl4d	uberon_0002103:2.34400049548
olfr186	uberon_0002103:19.3765137207
arl4c	uberon_0002103:0.427874901286
tg(rho-arl3*q71l)#visu	uberon_0002103:2.29063437396
arl4a	uberon_0002103:0.727194661086
gsto2	uberon_0002103:1.10604792437
zfp663	uberon_0002103:0.112654149539
cpfd1	uberon_0002103:0.375513831796
gsto1	uberon_0002103:1.07356316553
rad17	uberon_0002103:0.00344135636171
gabrg3	uberon_0002103:0.675924897234
gabrg2	uberon_0002103:0.0923414422684
gabrg1	uberon_0002103:0.300411065437
rad18	uberon_0002103:1.24467610965
ufd1l	uberon_0002103:0.193856686705
slc12a5	uberon_0002103:0.0139098178266
slc12a4	uberon_0002103:0.0375513831796
slc12a7	uberon_0002103:0.113365475906
slc12a6	uberon_0002103:1.8609938115
slc12a1	uberon_0002103:1.61556638925
slc12a3	uberon_0002103:0.751027663593
slc12a2	uberon_0002103:6.20028618865
tg(mmtv-notch4)3rnc	uberon_0002103:0.0751027663593
arhgef4	uberon_0002103:4.88754976436
arhgdia	uberon_0002103:1.46254974071
vmn2r86	uberon_0002103:0.0751027663593
9130409i23rik	uberon_0002103:2.8954347377
mmp3	uberon_0002103:24.3227412646
0610007p14rik	uberon_0002103:0.600244815962
arhgef2	uberon_0002103:0.091576947656
arfgap1	uberon_0002103:0.00451907174328
cyp2c70	uberon_0002103:0.589316033952
cycs	uberon_0002103:11.5973401037
il34	uberon_0002103:2.66367121821
khk	uberon_0002103:0.375513831796
il33	uberon_0002103:15.5282915674
hoxc10	uberon_0002103:19.8095269379
eloa	uberon_0002103:2.14042884124
foxn4	uberon_0002103:0.0350124022373
tg(krt14-hpv8)9vuc	uberon_0002103:0.450616598156
ptgir	uberon_0002103:5.98006813238
foxn1	uberon_0002103:141.116351969
foxn2	uberon_0002103:0.0375513831796
foxn3	uberon_0002103:0.0375513831796
hectd2	uberon_0002103:0.14999096853
hectd3	uberon_0002103:8.79473328054
fbxw18	uberon_0002103:0.663029062069
hectd1	uberon_0002103:20.9229321036
ccdc99	uberon_0002103:4.13065214976
pus7	uberon_0002103:1.53960671037
ccdc94	uberon_0002103:0.607624937991
pde1b	uberon_0002103:2.33741432176
pde1a	uberon_0002103:0.88187882796
dgkq	uberon_0002103:0.306280528759
ccdc91	uberon_0002103:0.112654149539
ccdc92	uberon_0002103:0.0751027663593
ccdc93	uberon_0002103:0.150205532719
dgkk	uberon_0002103:0.306280528759
dgkh	uberon_0002103:0.331514531035
dgki	uberon_0002103:0.306280528759
vamp7	uberon_0002103:3.21427474677
myocd	uberon_0002103:16.7106348924
tcp11	uberon_0002103:0.751027663593
onecut2	uberon_0002103:0.150205532719
dgkb	uberon_0002103:1.37042966119
dgka	uberon_0002103:0.464790723703
prl6a1	uberon_0002103:0.409709088672
dgkg	uberon_0002103:0.331514531035
dgkd	uberon_0002103:0.331514531035
dgke	uberon_0002103:0.464790723703
cd72	uberon_0002103:1.16409287857
mpc291h	uberon_0002103:0.0375513831796
tg(pcp2-sca7)p7ejman	uberon_0002103:0.211209939135
mis18a	uberon_0002103:0.666890548528
tg(dbh-ptpn11)33bmas	uberon_0002103:0.0751027663593
ccbe1	uberon_0002103:0.112654149539
irs4	uberon_0002103:11.4405879175
cyp2a12	uberon_0002103:0.00172067818085
gemin6	uberon_0002103:0.464790723703
irs1	uberon_0002103:157.6828066
irs2	uberon_0002103:55.2915299914
irs3	uberon_0002103:3.89061318411
bcl9	uberon_0002103:0.0215156181229
tmem55a	uberon_0002103:2.8954347377
tmem55b	uberon_0002103:2.8954347377
cytl1	uberon_0002103:0.0375513831796
rnf215	uberon_0002103:0.225308299078
rnf217	uberon_0002103:0.663029062069
rnf216	uberon_0002103:0.112654149539
rnf213	uberon_0002103:0.327407115221
rnf212	uberon_0002103:1.46450394401
idh3a	uberon_0002103:2.30212510113
rgsc400	uberon_0002103:1.53960671037
usp33	uberon_0002103:0.536643174781
idh3g	uberon_0002103:1.68981224308
lrfn2	uberon_0002103:1.03853158328
mad1l1	uberon_0002103:4.16820353294
tecpr1	uberon_0002103:0.187756915898
ahctf1	uberon_0002103:4.0555493834
lrfn1	uberon_0002103:0.669798057722
c1qbp	uberon_0002103:1.05143872903
sec63	uberon_0002103:0.0796200614335
tg(amh-fshr*d580y)#hht	uberon_0002103:0.225308299078
slc1a2	uberon_0002103:0.819418177344
idnk	uberon_0002103:2.66367121821
pde12	uberon_0002103:0.337962448617
nxn	uberon_0002103:0.150205532719
dp(xtceal3-plp1)1gmh	uberon_0002103:0.112654149539
mc5r	uberon_0002103:0.187756915898
ubn1	uberon_0002103:8.17359689964
crf18	uberon_0002103:0.450616598156
tg(prnp-atxn7*92q)1963als	uberon_0002103:0.0375513831796
asic3	uberon_0002103:0.563270747695
mpc227h	uberon_0002103:3.45472725253
siah3	uberon_0002103:0.0751027663593
crf12	uberon_0002103:0.450616598156
gng10	uberon_0002103:0.317737400292
gng11	uberon_0002103:0.0314578373553
gng12	uberon_0002103:0.0939392874262
gng13	uberon_0002103:34.2447044143
cntn2	uberon_0002103:0.036593044261
dok3	uberon_0002103:0.409709088672
pnpla1	uberon_0002103:0.0375513831796
cntn1	uberon_0002103:4.90515361648
osm	uberon_0002103:49.6270329089
pnpla6	uberon_0002103:54.9421079746
cntn4	uberon_0002103:0.187756915898
ndrg1	uberon_0002103:7.99101365463
pnpla8	uberon_0002103:0.112654149539
cd244	uberon_0002103:1.12654149539
eral1	uberon_0002103:0.0375513831796
aph1c	uberon_0002103:4.52564848482
ndufc1	uberon_0002103:2.89145650483
aph1a	uberon_0002103:8.14591627393
olfr1176	uberon_0002103:0.375513831796
snthr	uberon_0002103:0.675924897234
rpp21	uberon_0002103:0.225308299078
olfr1178	uberon_0002103:0.375513831796
nbr1	uberon_0002103:107.298216582
rpp25	uberon_0002103:0.300411065437
prkaa2	uberon_0002103:5.33219460636
prkaa1	uberon_0002103:3.94632847636
hspb11	uberon_0002103:4.63965888284
rhag	uberon_0002103:0.150205532719
1110001j03rik	uberon_0002103:0.0375513831796
gatad2b	uberon_0002103:0.0142140792158
dscam	uberon_0002103:21.0876957877
gatad2a	uberon_0002103:2.66720324406
rnf17	uberon_0002103:2.4032885235
os9	uberon_0002103:0.422991486392
tmem88	uberon_0002103:0.0375513831796
trim13	uberon_0002103:0.262859682258
gm6096	uberon_0002103:6.20903633579
1810030j14rik	uberon_0002103:0.0375513831796
unc79	uberon_0002103:0.150205532719
mlc1	uberon_0002103:3.66465141831
ppargc1a	uberon_0002103:70.3578662443
ppargc1b	uberon_0002103:4.80266188527e-05
clcn6	uberon_0002103:0.0751027663593
grin2b	uberon_0002103:0.084725890551
grin2c	uberon_0002103:0.656203597934
grin2a	uberon_0002103:0.0290883819139
ube2r2	uberon_0002103:1.23919564493
grin2d	uberon_0002103:0.00376191587123
olfr1338	uberon_0002103:0.375513831796
rbmxl1	uberon_0002103:0.375513831796
tkt	uberon_0002103:0.256190509758
trim54	uberon_0002103:28.7408909488
gbrln	uberon_0002103:0.788579046773
wdr70	uberon_0002103:0.112654149539
tg(ren2-tag)4kwg	uberon_0002103:0.0751027663593
rpl44	uberon_0002103:4.95794317408
tg(cryaa-akr1b1)222smch	uberon_0002103:1.53960671037
rpl41	uberon_0002103:0.600822130874
otud6a	uberon_0002103:0.187756915898
4930503b20rik	uberon_0002103:0.675924897234
defb3	uberon_0002103:0.0751027663593
nb5r2_mouse	uberon_0002103:0.563270747695
defb1	uberon_0002103:0.187756915898
ap2s1	uberon_0002103:0.454772471195
nmf246	uberon_0002103:1.08899011221
fkbp4	uberon_0002103:2.67919223089
fkbp5	uberon_0002103:0.536643174781
fkbp6	uberon_0002103:1.45438932217
fkbp7	uberon_0002103:0.112654149539
h6pd	uberon_0002103:3.9832399253
fkbp2	uberon_0002103:2.66367121821
fkbp3	uberon_0002103:0.0569391332879
olfr653	uberon_0002103:0.375513831796
nos1ap	uberon_0002103:1.4950170331
fkbp9	uberon_0002103:0.112654149539
snapc3	uberon_0002103:1.33698787331
glb1l2	uberon_0002103:0.0751027663593
glb1l3	uberon_0002103:0.0751027663593
pom121	uberon_0002103:1.40397168311
scn2b	uberon_0002103:0.0108239260946
dgat1	uberon_0002103:2.45225441054
copz2	uberon_0002103:0.306828830201
dgat2	uberon_0002103:0.391608403867
scn2a	uberon_0002103:0.00114711878724
hgd	uberon_0002103:0.375513831796
melk	uberon_0002103:0.0491426675938
nacad	uberon_0002103:1.43761031614
ikzf3	uberon_0002103:2.92900788801
9230104l09rik	uberon_0002103:0.262859682258
rbmxl2	uberon_0002103:0.337962448617
ikzf2	uberon_0002103:5.32734243642
sema7a	uberon_0002103:0.0825365393326
l10r2	uberon_0002103:0.0375513831796
rab17	uberon_0002103:0.0108239260946
stxbp4	uberon_0002103:0.150205532719
iars	uberon_0002103:0.549511120604
mat2a	uberon_0002103:1.27674702811
ube2g1	uberon_0002103:14.8615715838
mat2b	uberon_0002103:1.05143872903
fkbpl	uberon_0002103:0.338615915348
emx2	uberon_0002103:69.5628830593
kcnh7	uberon_0002103:0.0751027663593
emx1	uberon_0002103:2.8954347377
dcaf13	uberon_0002103:6.271080991
dcaf12	uberon_0002103:0.713476280413
dcaf11	uberon_0002103:1.35184979447
dcaf10	uberon_0002103:1.12654149539
dcaf17	uberon_0002103:0.713476280413
10090.ensmusp00000100029	uberon_0002103:1.77862463049
glce	uberon_0002103:21.0827545131
1700109h08rik	uberon_0002103:3.51379241886
obscn	uberon_0002103:23.2311689103
defb20	uberon_0002103:0.0375513831796
lbr	uberon_0002103:23.9730409639
gnas	uberon_0002103:48.3983029488
gtf3c1	uberon_0002103:1.05143872903
zmynd11	uberon_0002103:0.0375513831796
safb2	uberon_0002103:0.147329008488
